criterion_id	scenario_id	buckets	n_buckets	criterion
te_0597_c01	te_0597	compound_multipart	1	Identifies and points out to the student that they have confused the definition of Vm, which is the difference between the membrane potential on the intracellular and extracellular side of the membrane.
te_0597_c02	te_0597	not_a_requirement	1	Higher Vm indicates positive charge accumulation on the cytosolic side of the membrane.
te_0598_c01	te_0598	vague_qualifier	1	Warns the student to properly distinguish between an inability to see and an attentional deficit
te_0598_c02	te_0598	not_a_requirement	1	Hemispatial neglect involves attentional deficits
te_0599_c01	te_0599	not_a_requirement;vague_qualifier	2	clearly state the task design
te_0599_c04	te_0599	not_a_requirement	1	extra time required to shift spotlight of attention in invalid condition
te_0600_c01	te_0600	under_specified	1	describe two-stream hypothesis
te_0600_c02	te_0600	not_a_requirement	1	"dorsal stream is ""where"" pathway"
te_0600_c03	te_0600	not_a_requirement	1	dorsal stream guides actions, recognizes location of objects
te_0600_c04	te_0600	not_a_requirement	1	"ventral stream is ""what"" pathway"
te_0600_c05	te_0600	not_a_requirement	1	ventral stream involved in recognizing objects
te_0601_c01	te_0601	compound_multipart	1	Identifies and points out to the student that they are confused
te_0601_c02	te_0601	hedging	1	Explain that sparsity does not necessarily imply more information content
te_0602_c01	te_0602	compound_multipart	1	Identifies and points out to the student that they are confused
te_0603_c01	te_0603	compound_multipart	1	Identifies and points out to the student that they are confused
te_0604_c03	te_0604	not_a_requirement	1	Establish that low executive function resulting from low PFC activity during REM sleep is related to illogical or fragmented dreams
te_0605_c01	te_0605	under_specified	1	Restate experiment design
te_0605_c03	te_0605	not_a_requirement	1	Persistent activity during delay period suggests working memory capacity of PFC
te_0606_c01	te_0606	not_a_requirement	1	Strong connectivity with frontal motor cortex
te_0606_c02	te_0606	not_a_requirement	1	Subcortical connectivity with regions including the amygdala
te_0607_c01	te_0607	under_specified	1	Reiterate experiment design
te_0608_c02	te_0608	not_a_requirement	1	Activity reported in these studies is associated with motor planning rather than motor execution
te_0609_c01	te_0609	compound_multipart	1	Identifies and points out to the student that they are confused about the relationship between blood flow and neural activity
te_0609_c03	te_0609	hedging	1	Point out that increased blood flow could supply more oxygen to active neurons
te_0610_c01	te_0610	not_a_requirement	1	Student is confused about two potentially conflicting concepts.
te_0610_c02	te_0610	under_specified	1	describe structure of lipids
te_0612_c01	te_0612	compound_multipart	1	Identifies and points out to the student that they are confused about terminology
te_0614_c03	te_0614	not_a_requirement	1	independent assortment also helps increase genetic diversity
te_0615_c03	te_0615	hedging	1	Point out that each homologue may have different alleles
te_0616_c01	te_0616	compound_multipart	1	Identifies and points out to the student that they are confused about an apparent ambiguity in the text
te_0617_c03	te_0617	compound_multipart	1	Clarify that not all first messengers are followed by second messengers, but that all second messenger are preceded by first messengers.
te_0618_c01	te_0618	compound_multipart	1	Identifies and points out to the student that they are confused about why hydrophobic compounds can cross the plasma membrane
te_0619_c01	te_0619	compound_multipart	1	Identifies and points out to the student that they are confused about the nature of paracrine signaling
te_0620_c02	te_0620	not_a_requirement	1	Thus signaling that occurs between adjacent or nearby cells is paracrine signaling
te_0622_c02	te_0622	hedging	1	State that peptide molecules are often charged
te_0622_c03	te_0622	hedging	1	Explain that peptide molecules are often the ligand to cell surface receptors
te_0623_c01	te_0623	compound_multipart	1	Identifies and points out to the student that they made a mistake. The equation is correct.
te_0623_c02	te_0623	compound_multipart;hedging	2	Identifies and points out to the student that they missed $x$ multiplying $P_l = P_0$, perhaps confusing it for a multiplication sign.
te_0623_c03	te_0623	not_a_requirement	1	The $x$ in this case should not be confused with a multiplication sign.
te_0623_c04	te_0623	hedging	1	Point out that one could use the boundary condition $P_{-1} = 0$, but it doesn't matter because $P_{-1}$ is muliplied by $0$.
te_0624_c03	te_0624	compound_multipart	1	Gives an example of the first term for the Taylor series. Identifies that the student has to simply evaluate the function at $r=0$. The result is $1$.
te_0624_c04	te_0624	compound_multipart	1	Gives an example of the second term for the Taylor series. Identifies that the student has to take the derivative of the function with respect to $r$ and then evaluate it at $r=0$. The result is $x$.
te_0625_c02	te_0625	not_a_requirement	1	This can be fixed by prompting Wolfram Alpha with 'expand (1 - 2x r + r^2)^(-1/2) in r'.
te_0626_c02	te_0626	compound_multipart;not_a_requirement	2	The variable $y$ in \eqref{1.14.7} is a function of $x$. The solutions for $y(x)$ are Legendre polynomials for specific values of $n$.
te_0627_c01	te_0627	compound_multipart	1	Identifies and points out to the student that they are confused about the meaning of the $\pm$ sign in this context.
te_0627_c03	te_0627	compound_multipart	1	Explain that the values are approximate, but only because they have a fixed number of decimal places. The plus-minus sign is not related to the approximation.
te_0628_c01	te_0628	compound_multipart	1	Identifies and points out to the student that they are confused about the meaning of the word 'discover' in this context.
te_0628_c02	te_0628	compound_multipart;not_a_requirement	2	Hawking did not perform an experiment. He used theoretical arguments to show that black holes emit radiation. Such a theoretical argument is also called a 'thought experiment'.
te_0629_c01	te_0629	not_a_requirement;observational_verdict	2	No one know the answer to this question.
te_0629_c02	te_0629	not_a_requirement	1	Some of the approaches described in this chapter try to address this question, but it's too early to know if they are correct.
te_0630_c01	te_0630	compound_multipart	1	Identifies and points out to the student that they are confused.
te_0630_c03	te_0630	not_a_requirement	1	The word 'spatial' refers to the three spatial dimensions of space.
te_0631_c01	te_0631	not_a_requirement;under_specified	2	The statement is imprecise.
te_0631_c02	te_0631	not_a_requirement;observational_verdict	2	It is the integral of the component of F in the y-x direction.
te_0632_c01	te_0632	compound_multipart;not_a_requirement	2	If the work done is negative, then the spring exerts less force in the final state than in the initial state.
te_0632_c02	te_0632	compound_multipart;not_a_requirement	2	If the work done is positive, then the spring exerts more force in the final state than in the initial state.
te_0632_c03	te_0632	not_a_requirement	1	In the case of the spring, negative work done can be translated into saying that the object is closer to the equilibrium point in the final state.
te_0633_c01	te_0633	not_a_requirement	1	The work done is not a force.
te_0633_c02	te_0633	not_a_requirement	1	Forces are measured in Newtons while Work is an energy measured in N.m (equivalently, in Joules).
te_0634_c01	te_0634	not_a_requirement;observational_verdict	2	Yes it is a conservative force
te_0635_c01	te_0635	not_a_requirement;under_specified	2	friction
te_0636_c01	te_0636	not_a_requirement	1	work done is independent of path taken
te_0636_c02	te_0636	not_a_requirement	1	depends only on initial and final positions
te_0636_c03	te_0636	not_a_requirement	1	work done along a closed path is 0
te_0637_c01	te_0637	not_a_requirement	1	student is able to connect concepts learned
te_0638_c01	te_0638	observational_verdict;under_specified	2	the answer is Yes
te_0639_c02	te_0639	not_a_requirement	1	Measured weight is same as when hand is dipped
te_0640_c01	te_0640	under_specified	1	discuss model's drawbacks
te_0640_c02	te_0640	hedging;not_a_requirement	2	eg. it could not explain the continuous spectrum of hydrogen.
te_0641_c01	te_0641	not_a_requirement;observational_verdict	2	Yes impact parameter is 0
te_0642_c01	te_0642	not_a_requirement	1	Density of air decreases with altitude
te_0643_c01	te_0643	not_a_requirement;under_specified	2	Student thinks practically
te_0643_c02	te_0643	not_a_requirement	1	The reason is calculation convenience and ease of experiments
te_0644_c01	te_0644	not_a_requirement;under_specified	2	Student thinks practically
te_0644_c02	te_0644	not_a_requirement	1	Introduce concepts of average density and buoyant force
te_0645_c01	te_0645	not_a_requirement	1	Conduction takes place due to transfer of energy from particle to particle.
te_0645_c02	te_0645	compound_multipart;not_a_requirement	2	In solids, intermolecular spacing is less. In liquids and gases since spacing is more, they are poor conductors
te_0646_c01	te_0646	not_a_requirement	1	Student does not associate the equation to change of state
te_0646_c02	te_0646	not_a_requirement	1	Should understand that temperature remains constant during change of state
